No,㎡単価,交通,価格,取引態様,取引状況,商号,坪単価,専有面積,建物名,所在地,所在階,沿線駅,物件番号,物件種目,用途地域,管理費,築年月,間取,電話番号
,197.5万円,徒歩　7分,"14,990万円",売主,-,グローバルベイス（株）,652.8万円,75.91㎡,マイキャッスルリバーフロントタワー銀座東,東京都中央区明石町,3階,有楽町線　新富町,100135926149,中古マンション,二住,"14,190円",1998年（平成10年） 2月,3ＬＤＫ,03-6416-4915
,315.3万円,徒歩　12分,"24,800万円",売主,-,（株）ロイズアセット,"1,042.2万円",78.67㎡,パークタワー晴海,東京都中央区晴海２丁目,31階,有楽町線　月島,100136803058,中古マンション,準工,"25,570円",2019年（平成31年） 2月,3ＬＤＫ,03-6427-1927
,213.5万円,徒歩　18分,"16,500万円",一般,-,（株）ケン・コーポレーション　銀座湾岸支店,705.7万円,77.30㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＰＡＲＫ　ＶＩＬＬＡＧＥ　Ｔ棟,東京都中央区晴海５丁目,10階,大江戸線　勝どき,100136767075,新築マンション,商業,"30,380円",2025年（令和 7年） 9月,3ＬＤＫ,03-3534-3604
,492.9万円,徒歩　1分,"50,000万円",一般,-,（株）プリンセススクゥエアー,"1,629.2万円",101.46㎡,パークタワー勝どきミッド,東京都中央区勝どき４丁目,45階,大江戸線　勝どき,100135241102,中古マンション,二住,"36,530円",2023年（令和 5年） 8月,3ＬＤＫ,080-8118-1180
,225.1万円,徒歩　3分,"17,680万円",一般,-,三菱地所ハウスネット（株）　渋谷営業所,743.9万円,78.57㎡,ザ・クレストタワー,東京都中央区佃２丁目,19階,有楽町線　月島,100134648702,中古マンション,二住,"15,800円",2004年（平成16年） 9月,3ＬＤＫ,03-3400-2300
,272.1万円,徒歩　1分,"23,500万円",売主,-,明和地所（株）　上野店,899.4万円,86.38㎡,ライオンズタワー月島,東京都中央区佃２丁目,18階,有楽町線　月島,100137018144,中古マンション,二住,"24,260円",2005年（平成17年）10月,3ＬＤＫ,03-5817-6100
,233.5万円,徒歩　3分,"17,900万円",一般,-,（株）ケン・コーポレーション　渋谷代官山支店,771.6万円,76.69㎡,プレミスト佃二丁目,東京都中央区佃２丁目,7階,有楽町線　月島,100137010568,中古マンション,一住,"21,300円",2016年（平成28年）11月,3ＬＤＫ,080-7946-2429
,226.3万円,徒歩　8分,"24,800万円",専任,公開中,（株）ＤＭ不動産,747.9万円,109.63㎡,センチュリーパークタワー,東京都中央区佃２丁目,26階,大江戸線　月島,300136620143,中古マンション,商業,"37,800円",1999年（平成11年） 1月,3ＬＤＫ,06-4708-3588
,326.7万円,徒歩　18分,"22,980万円",売主,-,（株）ＷＩＳＨ,"1,080.0万円",70.34㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ｔ棟　西,東京都中央区晴海５丁目,39階,大江戸線　勝どき,100136102940,中古マンション,商業,"27,150円",2025年（令和 7年）10月,3ＬＤＫ,090-6176-9001
,260.2万円,徒歩　5分,"18,980万円",売主,-,（株）ＦＲＡＴ,860.1万円,72.95㎡,ドゥ・トゥール,東京都中央区晴海３丁目,10階,大江戸線　勝どき,100136977127,中古マンション,準工,"22,668円",2015年（平成27年）10月,3ＬＤＫ,08040661987
,282.7万円,徒歩　5分,"19,980万円",専任,一時停止,フクザワ（株）,934.3万円,70.70㎡,ドゥ・トゥール　ウエスト（手あり）,東京都中央区晴海３丁目,38階,大江戸線　勝どき,100136229758,中古マンション,準工,"22,018円",2015年（平成27年）10月,3ＬＤＫ,07093277453
,184.8万円,徒歩　8分,"12,750万円",一般,-,（株）エーホーム,610.7万円,69.02㎡,プラネ勝どき,東京都中央区勝どき５丁目,4階,大江戸線　勝どき,100136980143,中古マンション,一住,"12,300円",2005年（平成17年） 1月,3ＬＤＫ,03-6638-9240
,172.6万円,徒歩　15分,"14,290万円",専任,公開中,ロイヤルハウジング販売（株）　勝どきビュータワー店,570.3万円,82.84㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ｅ棟,東京都中央区晴海５丁目,2階,大江戸線　勝どき,100136817519,中古マンション,商業,"26,260円",2023年（令和 5年）11月,3ＬＤＫ,03-6864-1811
,278.6万円,徒歩　14分,"20,480万円",一般,-,（株）Ｒｅｖｅ,920.8万円,73.53㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ｔ棟,東京都中央区晴海５丁目,,大江戸線　勝どき,100136998144,新築マンション,商業,"33,260円",2025年（令和 7年）10月,3ＬＤＫ,0362732676
,443.1万円,徒歩　6分,"42,000万円",専任,公開中,（株）リノベスト,"1,464.6万円",94.80㎡,パークシティ中央湊ザ・タワー,東京都中央区湊２丁目,35階,日比谷線　八丁堀,100136998068,中古マンション,商業,"33,080円",2017年（平成29年）11月,3ＬＤＫ,03-6272-9775
,218.1万円,徒歩　18分,"17,480万円",一般,-,野村不動産ソリューションズ（株）　レアリア東京,721.0万円,80.15㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥＣ棟,東京都中央区晴海５丁目,15階,大江戸線　勝どき,100136810257,中古マンション,商業,"24,850円",2023年（令和 5年）11月,3ＬＤＫ,03-5114-5973
,272.2万円,徒歩　18分,"19,800万円",専任,公開中,ロイヤルハウジング販売（株）　勝どきビュータワー店,899.6万円,72.76㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＰＡＲＫ　ＶＩＬＬＡＧＥ　Ｔ棟,東京都中央区晴海５丁目,17階,大江戸線　勝どき,100136898795,中古マンション,商業,"28,600円",2025年（令和 7年） 9月,3ＬＤＫ,03-6864-1811
,235.8万円,徒歩　12分,"15,990万円",売主,-,（株）リアル　東京支店,779.5万円,67.82㎡,パークタワー晴海,東京都中央区晴海２丁目,30階,有楽町線　月島,100136992955,中古マンション,準工,"22,040円",2019年（平成31年） 2月,3ＬＤＫ,09080555705
,258.3万円,徒歩　18分,"22,380万円",専任,公開中,エッジシステム（株）,853.8万円,86.66㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＰＡＲＫ　ＶＩＬＬＡＧＥ　Ｔ棟,東京都中央区晴海５丁目,9階,大江戸線　勝どき,100136985115,新築マンション,商業,"34,050円",2025年（令和 7年） 9月,3ＬＤＫ,050-5536-1636
,211.3万円,徒歩　18分,"18,200万円",専任,公開中,野渡不動産（株）,698.4万円,86.15㎡,晴海フラッグ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ｔ棟,東京都中央区晴海５丁目,3階,大江戸線　勝どき,100136527455,新築マンション,商業,"33,260円",2025年（令和 7年） 9月,3ＬＤＫ,090-3548-9893
,357.5万円,徒歩　2分,"29,000万円",専任,公開中,三井不動産リアルティ（株）三井のリハウス勝どきザ・タワーセンター,"1,181.6万円",81.14㎡,パークタワー勝どきサウス,東京都中央区勝どき４丁目,10階,大江戸線　勝どき,100136946145,中古マンション,二住,"28,240円",2023年（令和 5年） 8月,3ＬＤＫ,03-3533-5731
,269.0万円,徒歩　1分,"22,980万円",売主,-,（株）大京穴吹不動産　アセット事業部,889.3万円,85.43㎡,アイ・マーク　タワー,東京都中央区月島１丁目,25階,有楽町線　月島,100136982775,中古マンション,商業,"25,700円",2003年（平成15年） 8月,3ＬＤＫ,050-3628-8514
,242.4万円,徒歩　9分,"17,200万円",専属,公開中,美月リアルティ（株）,801.1万円,70.98㎡,ＤＥＵＸ　ＴＯＵＲＳ　Ｃａｎａｌ＆Ｓｐａ　ＷＥＳＴ,東京都中央区晴海３丁目,4階,大江戸線　勝どき,100136982535,中古マンション,準工,"22,098円",2015年（平成27年） 9月,3ＳＬＤＫ,03-3780-7008
,180.8万円,徒歩　20分,"15,800万円",一般 オーナーチェンジ,-,美月リアルティ（株）,597.5万円,87.43㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＰＡＲＫ　Ｖｉｌｌａｇｅ　Ｃ棟,東京都中央区晴海５丁目,8階,大江戸線　勝どき,100136982525,中古マンション,商業,"27,360円",2023年（令和 5年）10月,3ＬＤＫ,0337807008
,239.5万円,徒歩　1分,"19,500万円",売主,-,（株）ステラディベロップメント,791.5万円,81.45㎡,クイーンズパレス東京中央,東京都中央区八丁堀４丁目,9階,日比谷線　八丁堀,100136763913,中古マンション,商業,"17,100円",2000年（平成12年）12月,3ＬＤＫ,03-4400-4087
,347.6万円,徒歩　3分,"47,000万円",売主,-,明和地所（株）　上野店,"1,148.9万円",135.24㎡,ザ・クレストタワー,東京都中央区佃２丁目,32階,有楽町線　月島,100135671116,中古マンション,二住,"33,900円",2004年（平成16年） 9月,3ＬＤＫ,03-5817-6100
,408.8万円,徒歩　14分,"35,800万円",一般,-,東急リバブル（株）　勝どきセンター,"1,351.2万円",87.59㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ｔ棟,東京都中央区晴海５丁目,50階,大江戸線　勝どき,100135523133,中古マンション,商業,"33,810円",2025年（令和 7年）10月,3ＬＤＫ,03-6866-3861
,189.3万円,徒歩　14分,"14,980万円",一般,-,東急リバブル（株）　勝どきセンター,625.5万円,79.17㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ｃ棟,東京都中央区晴海５丁目,12階,大江戸線　勝どき,100134659367,中古マンション,商業,"24,550円",2023年（令和 5年）11月,3ＬＤＫ,03-6866-3861
,259.1万円,徒歩　5分,"18,900万円",専任,公開中,住友不動産ステップ（株）　有明ガーデンマンションプラザ,856.5万円,72.95㎡,ドゥ・トゥール（ＤＥＵＸ　ＴＯＵＲＳ）,東京都中央区晴海３丁目,40階,大江戸線　勝どき,100135968522,中古マンション,準工,"22,668円",2015年（平成27年） 9月,3ＬＤＫ,050-3112-9839
,233.5万円,徒歩　3分,"17,900万円",一般,-,ロイヤルハウジング販売（株）　月島キャピタルゲート店,771.6万円,76.69㎡,プレミスト佃二丁目,東京都中央区佃２丁目,7階,有楽町線　月島,100136978051,中古マンション,一住,"21,300円",2016年（平成28年）10月,3ＬＤＫ,03-3536-2311
,226.6万円,,"16,200万円",一般,-,（同）Ｚ’ｘｅｎｔ　Ｐｒｏ,748.9万円,71.51㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＫＹ　ＤＵＯ　Ｔ棟　ＳＵＮ　ＶＩＬＬＡＧＥ,東京都中央区晴海５丁目,,,300134070869,新築マンション,準住,"27,600円",2025年（令和 7年） 9月,3ＳＬＤＫ,06-6136-3314
,258.5万円,徒歩　18分,"21,500万円",一般,-,合豊（株）,854.3万円,83.20㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ｔ棟,東京都中央区晴海５丁目,21階,大江戸線　勝どき,100136976963,新築マンション,商業,"32,110円",2025年（令和 7年） 9月,3ＬＤＫ,03-3520-9233
,459.8万円,徒歩　2分,"48,800万円",専任,公開中,三井不動産リアルティ（株）三井のリハウス勝どきミッドセンター,"1,519.8万円",106.15㎡,パークタワー勝どきサウス,東京都中央区勝どき４丁目,36階,大江戸線　勝どき,100135919017,中古マンション,二住,"36,940円",2023年（令和 5年） 8月,3ＬＤＫ,03-5548-5331
,319.1万円,徒歩　1分,"25,980万円",専任,公開中,三井不動産リアルティ（株）三井のリハウス勝どきミッドセンター,"1,054.9万円",81.42㎡,パークタワー勝どきミッド,東京都中央区勝どき４丁目,13階,大江戸線　勝どき,100132166881,中古マンション,商業,"28,990円",2023年（令和 5年） 8月,3ＬＤＫ,03-5548-5331
,255.8万円,徒歩　12分,"20,880万円",一般,-,三井不動産リアルティ（株）三井のリハウスららテラスＨＡＲＵＭＩＦＬＡＧセンター,845.5万円,81.64㎡,パークタワー晴海,東京都中央区晴海２丁目,27階,有楽町線　月島,100130760311,中古マンション,準工,"26,530円",2019年（平成31年） 2月,3ＬＤＫ,03-3536-6731
,220.7万円,徒歩　13分,"19,880万円",一般,-,住友不動産ステップ（株）　東京湾岸マンションプラザ,729.5万円,90.09㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＥＡ　ＶＩＬＬＡＧＥ,東京都中央区晴海５丁目,7階,大江戸線　勝どき,100136790339,中古マンション,商業,"28,380円",2024年（令和 6年） 1月,3ＬＤＫ,050-3112-9844
,265.7万円,徒歩　15分,"18,980万円",一般,-,三井不動産リアルティ（株）三井のリハウスららテラスＨＡＲＵＭＩＦＬＡＧセンター,878.2万円,71.45㎡,ＨＡＲＵＭＩ　ＦＬＡＧ　ＰＡＲＫ　ＶＩＬＬＡＧＥ　Ｔ棟,東京都中央区晴海５丁目,35階,大江戸線　勝どき,100136045881,中古マンション,商業,"28,080円",2025年（令和 7年） 8月,3ＬＤＫ,03-3536-6731
,270.6万円,徒歩　12分,"21,000万円",一般,-,（株）ハタグループ,894.5万円,77.61㎡,パークタワー晴海,東京都中央区晴海２丁目,30階,有楽町線　月島,100135087922,中古マンション,準工,"25,220円",2019年（平成31年） 2月,3ＳＬＤＫ,08038396555
,459.0万円,徒歩　11分,"43,800万円",代理,-,（株）Ｙ＆Ｓ,"1,517.3万円",95.43㎡,パークタワー晴海,東京都中央区晴海２丁目,41階,有楽町線　月島,100136583919,中古マンション,準工,"31,010円",2019年（平成31年） 2月,4ＬＤＫ,080-4117-339
,343.2万円,徒歩　1分,"25,000万円",一般,-,（株）ウォーム　溝の口中央店,"1,134.3万円",72.86㎡,ブリリアザタワー東京八重洲アベニュー,東京都中央区新川２丁目,7階,京葉線　八丁堀,100134838330,中古マンション,商業,"26,400円",2017年（平成29年） 8月,3ＬＤＫ,044-455-5420
,275.8万円,徒歩　12分,"24,800万円",一般 オーナーチェンジ,-,アルプス住宅サービス（株）　池袋支店,911.5万円,89.95㎡,パークタワー晴海　２３階,東京都中央区晴海２丁目,,有楽町線　月島,100135877803,中古マンション,準工,"29,230円",2019年（平成31年） 2月,4ＬＤＫ,07013993769
,149.7万円,徒歩　10分,"12,800万円",専任,公開中,合同会社ティガーゲート,494.8万円,85.53㎡,ザ・晴海レジデンス,東京都中央区晴海５丁目,1階,大江戸線　勝どき,100136964632,中古マンション,商業,"19,800円",2009年（平成21年） 2月,3ＬＤＫ,09042020122
,251.8万円,徒歩　14分,"18,000万円",一般,-,東急リバブル（株）　勝どきセンター,832.2万円,71.51㎡,ＨＡＲＵＭＩＦＬＡＧ　ＳＵＮＶＩＬＬＡＧＥ　Ｔ棟,東京都中央区晴海５丁目,23階,大江戸線　勝どき,100135526708,中古マンション,商業,"27,600円",2025年（令和 7年）10月,3ＬＤＫ,03-6866-3861
,399.6万円,徒歩　1分,"29,990万円",売主,-,グローバルベイス（株）,"1,320.9万円",75.06㎡,ブリリアザタワー東京八重洲アベニュー,東京都中央区新川２丁目,26階,京葉線　八丁堀,100136963891,中古マンション,商業,"27,200円",2017年（平成29年） 9月,3ＬＤＫ,08057954675
,394.5万円,徒歩　10分,"36,800万円",専任,公開中,ロイヤルハウジング販売（株）　勝どきビュータワー店,"1,303.9万円",93.30㎡,ＴＨＥ　ＴＯＹＯＭＩ　ＴＯＷＥＲ　西ウイング,東京都中央区豊海町,32階,大江戸線　勝どき,100136963782,中古マンション,準工,"38,100円",2026年（令和 8年）11月,3ＬＤＫ,03-6864-1811
,247.1万円,徒歩　12分,"17,500万円",専任,公開中,エムティーハウス（株）,816.7万円,70.84㎡,パークタワー晴海,東京都中央区晴海２丁目,31階,有楽町線　月島,100136428412,中古マンション,準工,"23,020円",2019年（平成31年） 1月,3ＬＤＫ,080-3548-3987
