No,物件番号,物件種目,専有面積,所在地,取引態様,価格,用途地域,㎡単価,建物名,所在階,間取,取引状況,管理費,坪単価,沿線駅,交通,商号,築年月,電話番号
,100134270571,中古マンション,43.53㎡,東京都新宿区百人町２丁目,代理 オーナーチェンジ,"9,300万円",一住,213.7万円,ジオ新宿百人町,7階,1ＬＤＫ,-,"13,480円",706.3万円,総武中央線　大久保,徒歩　5分,（株）ボンズ・ジャパン,2019年（令和 1年） 7月,070-3190-7252
,100136694352,中古マンション,72.22㎡,東京都新宿区原町２丁目,専任,"6,980万円",商業,96.7万円,ライオンズマンション牛込,1階,1ＬＤＫ,公開中,"37,270円",319.6万円,大江戸線　牛込柳町,徒歩　2分,（株）リノベスト,1982年（昭和57年） 3月,03-6272-9775
,100136665230,中古マンション,51.39㎡,東京都新宿区新宿７丁目,一般,"7,480万円",商業,145.6万円,宮庭東新宿ビル,8階,1ＬＤＫ,-,"16,530円",481.2万円,副都心線　東新宿,徒歩　3分,新宿（株）,2012年（平成24年） 8月,03-6273-8378
,100136790386,中古マンション,47.52㎡,東京都新宿区西新宿８丁目,専任,"6,780万円",商業,142.7万円,アルテール新宿,8階,1ＬＤＫ,公開中,"15,060円",471.7万円,丸ノ内線　西新宿,徒歩　2分,住友不動産ステップ（株）　中野営業センター,1983年（昭和58年）10月,050-3112-9811
,100136138165,中古マンション,40.32㎡,東京都新宿区西新宿７丁目,専任,"5,480万円",商業,136.0万円,キャッスルマンション西新宿,2階,1ＤＫ,公開中,"16,130円",449.3万円,丸ノ内線　西新宿,徒歩　5分,ニューオ（株）,1983年（昭和58年） 6月,050-3176-2330
,100136240366,中古マンション,46.98㎡,東京都新宿区大久保２丁目,専属,"4,480万円",商業,95.4万円,新宿第ニアルプスマンション,5階,1ＳＬＤＫ,公開中,"12,640円",315.3万円,副都心線　東新宿,徒歩　2分,東急リバブル（株）　高田馬場センター,1979年（昭和54年） 2月,03-5291-1029
,100136378979,中古マンション,55.11㎡,東京都新宿区西新宿６丁目,専任 オーナーチェンジ,"10,000万円",商業,181.5万円,コンシェリア西新宿　ＴＯＷＥＲ’Ｓ　ＷＥＳＴ,24階,1ＬＤＫ,申込あり,"21,900円",599.9万円,大江戸線　西新宿五丁目,徒歩　6分,（株）ケン・コーポレーション　渋谷代官山支店,2008年（平成20年） 1月,03-5720-8160
,100135579709,中古マンション,60.00㎡,東京都新宿区富久町,一般 オーナーチェンジ,"25,200万円",商業,420.0万円,富久クロスコンフォートタワー,53階,1ＳＬＤＫ,-,"21,110円","1,388.5万円",丸ノ内線　新宿御苑前,徒歩　7分,野村不動産ソリューションズ（株）　四谷センター,2015年（平成27年） 4月,03-5362-3585
,100136214849,中古マンション,45.28㎡,東京都新宿区西新宿４丁目,専任,"5,480万円",商業,121.1万円,西新宿ビューハイツ,4階,1ＬＤＫ,公開中,"15,700円",400.1万円,大江戸線　西新宿五丁目,徒歩　8分,朝日リビング（株）　新宿営業センター,1982年（昭和57年） 3月,07031552194
,100135414272,中古マンション,44.29㎡,東京都新宿区西落合２丁目,一般,"3,150万円",準工,71.2万円,ハイネス哲学堂,2階,1ＬＤＫ,-,"10,500円",235.2万円,大江戸線　落合南長崎,徒歩　9分,東急リバブル（株）　高田馬場センター,1981年（昭和56年）11月,03-5291-1029
,100136729974,新築マンション,47.34㎡,東京都新宿区高田馬場４丁目,売主,"8,980万円",商業,189.7万円,パークシティ高田馬場,2階,1ＬＤＫ,-,"17,420円",627.1万円,山手線　高田馬場,徒歩　7分,（株）Ｇｏｌｄｅｎ　Ｇｒｏｕｐ,2025年（令和 7年） 6月,08030981897
,300136755417,中古マンション,47.25㎡,東京都新宿区大久保１丁目,売主,"5,680万円",商業,120.3万円,ヴァンヴェール新宿,3階,1ＬＤＫ,-,"11,300円",397.4万円,副都心線　東新宿,徒歩　1分,ウエマチ不動産（株）,1978年（昭和53年） 8月,090-1242-5331
,100136285413,中古マンション,53.15㎡,東京都新宿区神楽坂５丁目,専任 オーナーチェンジ,"5,500万円",商業,103.5万円,神楽坂アインスタワー,7階,1ＬＤＫ,公開中,"14,780円",342.1万円,大江戸線　牛込神楽坂,徒歩　3分,野村不動産ソリューションズ（株）　飯田橋センター,2003年（平成15年） 1月,03-5226-0281
,100135767764,中古マンション,44.29㎡,東京都新宿区西落合２丁目,一般,"3,150万円",準工,71.2万円,ハイネス哲学堂,2階,1ＬＤＫ,-,"10,500円",235.2万円,大江戸線　落合南長崎,徒歩　8分,野村不動産ソリューションズ（株）　高田馬場センター,1981年（昭和56年）11月,03-5348-5691
,100136747264,中古マンション,49.97㎡,東京都新宿区四谷４丁目,専任,"7,780万円",商業,155.7万円,パレエテルネル,5階,1ＬＤＫ,公開中,"13,290円",514.7万円,丸ノ内線　新宿御苑前,徒歩　5分,住友不動産ステップ（株）　小石川マンションプラザ,1982年（昭和57年） 2月,050-3112-9809
,100136730753,中古マンション,42.93㎡,東京都新宿区中落合３丁目,代理,"5,980万円",一中,139.3万円,日神デュオステージ新宿中落合,4階,1ＳＬＤＫ,-,"10,300円",460.5万円,大江戸線　落合南長崎,徒歩　8分,（株）Ｒｅｍｉｘ,2003年（平成15年） 9月,070-3352-1642
,100136730057,中古マンション,43.67㎡,東京都新宿区西早稲田３丁目,一般,"5,000万円",近商,114.5万円,レガリアタワーレジデンス,2階,1ＬＤＫ,-,"12,700円",378.5万円,山手線　高田馬場,徒歩　6分,（株）ＷＡＮＤＹ,2007年（平成19年） 8月,090-9973-5139
,100136035574,中古マンション,70.20㎡,東京都新宿区下落合２丁目,専任,"12,900万円",一低,183.8万円,グランツオーベル目白近衛町,2階,1ＳＬＤＫ,公開中,"17,200円",607.5万円,山手線　目白,徒歩　6分,三井不動産リアルティ（株）三井のリハウス高田馬場センター,2001年（平成13年） 4月,03-3204-3131
,100135689939,中古マンション,64.21㎡,東京都新宿区市谷本村町,専任,"18,600万円",商業,289.7万円,ザ・パークハウス市ヶ谷,4階,1ＳＬＤＫ,公開中,"19,210円",957.7万円,有楽町線　市ケ谷,徒歩　4分,住友不動産ステップ（株）　本社マンションプラザ,2020年（令和 2年）11月,050-3112-9913
,100135650498,中古マンション,60.00㎡,東京都新宿区富久町,一般 オーナーチェンジ,"25,200万円",商業,420.0万円,富久クロスコンフォートタワー,53階,1ＳＬＤＫ,-,"21,110円","1,388.5万円",丸ノ内線　新宿御苑前,徒歩　7分,住友不動産ステップ（株）　本社マンションプラザ,2015年（平成27年） 4月,050-3112-9913
,100130951328,中古マンション,40.03㎡,東京都新宿区山吹町,一般 オーナーチェンジ,"4,080万円",商業,102.0万円,ライオンズマンション早稲田正門通り,,1ＬＤＫ,-,"13,300円",337.0万円,有楽町線　江戸川橋,徒歩　3分,実用春日ホーム（株）　江戸川橋駅前サテライト,1982年（昭和57年） 9月,03-5206-5300
,100136040330,中古マンション,41.89㎡,東京都新宿区西早稲田３丁目,専任 オーナーチェンジ,"4,880万円",一中,116.5万円,リヴシティ西早稲田,5階,1ＬＤＫ,公開中,"11,100円",385.2万円,副都心線　西早稲田,徒歩　6分,アール・エス・マネジメント（株）,2014年（平成26年） 6月,03-5730-1071
,100135041352,中古マンション,43.35㎡,東京都新宿区中落合１丁目,専属,"5,180万円",商業,119.5万円,ライオンズステーションプラザ中井,2階,1ＬＤＫ,公開中,"7,800円",395.1万円,西武新宿線　中井,徒歩　1分,（株）大京穴吹不動産　新宿店,1999年（平成11年） 2月,03-5909-7501
,100136675747,中古マンション,55.00㎡,東京都新宿区西新宿４丁目,代理,"11,980万円",商業,217.9万円,シティタワー新宿新都心,9階,1ＬＤＫ,-,"17,650円",720.1万円,大江戸線　西新宿五丁目,徒歩　2分,（株）Ｇｏｌｄｅｎ　Ｇｒｏｕｐ,2005年（平成17年） 2月,08030981897
,300134276904,中古マンション,48.47㎡,東京都新宿区北新宿１丁目,代理,"6,680万円",商業,137.9万円,グランド・ガーラ新宿,,1ＬＤＫ,-,"15,000円",455.6万円,総武中央線　大久保,徒歩　6分,ＪＰ　ＭＹ　ＨＯＭＥＳ（同）,2006年（平成18年） 9月,080-6144-2740
,100136659769,中古マンション,45.33㎡,東京都新宿区西早稲田２丁目,専任 オーナーチェンジ,"6,800万円",商業,150.1万円,パークハウス西早稲田アーバンス,7階,1ＬＤＫ,公開中,"17,960円",496.0万円,副都心線　西早稲田,徒歩　5分,三菱地所ハウスネット（株）　新宿営業所,2009年（平成21年）10月,03-5304-3080
,100135674823,中古マンション,44.29㎡,東京都新宿区西落合２丁目,一般,"3,150万円",準工,71.2万円,ハイネス哲学堂,,1ＬＤＫ,-,"10,500円",235.2万円,大江戸線　落合南長崎,徒歩　8分,大成有楽不動産販売（株）　新宿センター,1981年（昭和56年）11月,03-6457-4331
,100136657062,中古マンション,60.00㎡,東京都新宿区富久町,一般 オーナーチェンジ,"25,200万円",商業,420.0万円,富久クロスコンフォートタワー,53階,1ＳＬＤＫ,-,"21,110円","1,388.5万円",丸ノ内線　新宿御苑前,徒歩　5分,（株）パート・エー,2015年（平成27年） 3月,03-6205-4151
,100136653106,中古マンション,42.20㎡,東京都新宿区大久保３丁目,専任 オーナーチェンジ,"9,280万円",一住,220.0万円,スカイフォレストレジデンス,17階,1ＬＤＫ,公開中,"13,675円",727.0万円,山手線　高田馬場,徒歩　6分,（株）スマートパートナーズ,2014年（平成26年）12月,03-5579-9894
,100136568222,中古マンション,47.34㎡,東京都新宿区高田馬場４丁目,一般,"10,680万円",商業,225.7万円,パークシティ高田馬場,6階,1ＬＤＫ,-,"17,420円",745.8万円,山手線　高田馬場,徒歩　7分,信義房屋不動産（株）,2025年（令和 7年） 3月,0353886899
,100136635845,中古マンション,45.82㎡,東京都新宿区西新宿７丁目,一般,"9,900万円",商業,216.1万円,ファーストリアルタワー新宿,23階,1ＬＤＫ,-,"19,080円",714.3万円,大江戸線　新宿西口,徒歩　4分,（株）Ｌ．Ｓ,2006年（平成18年） 3月,03-6903-5277
,100136627867,中古マンション,74.35㎡,東京都新宿区南元町,専属,"19,000万円",一住,255.6万円,ライオンズ外苑の杜,6階,1ＳＬＤＫ,公開中,"14,535円",844.8万円,総武中央線　信濃町,徒歩　8分,（株）大京穴吹不動産　番町レジデンスサロン,2013年（平成25年） 3月,03-6670-9177
,100134418324,中古マンション,41.02㎡,東京都新宿区高田馬場４丁目,専属 オーナーチェンジ,"4,500万円",一中,109.8万円,オーベル高田馬場,,1ＬＤＫ,申込あり,"17,900円",362.7万円,山手線　高田馬場,徒歩　2分,㈱ナイキ,1995年（平成 7年） 7月,048-483-2180
,100134250729,中古マンション,48.01㎡,東京都新宿区払方町,専属,"12,980万円",近商,270.4万円,クリオラベルヴィ市ヶ谷,5階,1ＬＤＫ,公開中,"20,450円",893.8万円,有楽町線　市ケ谷,徒歩　5分,三井不動産リアルティ（株）三井のリハウス飯田橋センター,2017年（平成29年） 3月,03-5229-1931
,100132975072,中古マンション,52.48㎡,東京都新宿区大久保２丁目,一般 オーナーチェンジ,"7,000万円",商業,133.4万円,日興ユニパリス大久保,,ワンルーム,-,"26,830円",441.0万円,副都心線　東新宿,徒歩　2分,相続不動産（株）,1980年（昭和55年） 1月,03-6304-8036
,100134553187,中古マンション,43.44㎡,東京都新宿区市谷田町２丁目,専属,"9,480万円",商業,218.3万円,ブランズ市谷田町,11階,1ＬＤＫ,公開中,"7,000円",721.5万円,有楽町線　市ケ谷,徒歩　2分,三井不動産リアルティ（株）三井のリハウス飯田橋センター,2012年（平成24年） 3月,03-5229-1931
,100136568011,中古マンション,43.86㎡,東京都新宿区納戸町,一般 オーナーチェンジ,"7,780万円",二中,177.4万円,オープンレジデンシア神楽坂ウエスト・テラス,4階,1ＬＤＫ,-,"10,100円",586.4万円,大江戸線　牛込神楽坂,徒歩　6分,（株）オブライエン,2018年（平成30年） 9月,070-1456-5810
,100131511078,中古マンション,50.32㎡,東京都新宿区左門町,専属,"6,880万円",商業,136.8万円,ニュー信濃町ハイツ,,1ＬＤＫ,公開中,"14,970円",452.0万円,丸ノ内線　四谷三丁目,徒歩　4分,（有）ジェイ・ケイ住販,1978年（昭和53年） 8月,03-3594-1133
,100136553597,中古マンション,43.86㎡,東京都新宿区納戸町,一般 オーナーチェンジ,"7,780万円",二中,177.4万円,オープンレジデンシア神楽坂ウエスト・テラス,4階,1ＬＤＫ,-,"10,100円",586.4万円,大江戸線　牛込神楽坂,徒歩　7分,（株）ＨｅａｒｔＹ　東京支店,2018年（平成30年） 9月,03-6260-3855
,100136440066,中古マンション,46.62㎡,東京都新宿区西新宿５丁目,一般 オーナーチェンジ,"12,000万円",二住,257.5万円,ザ・パークハウス西新宿タワー６０,4階,1ＬＤＫ,-,"14,020円",851.0万円,大江戸線　西新宿五丁目,徒歩　8分,住友不動産ステップ（株）　本社マンションプラザ,2017年（平成29年） 8月,050-3112-9913
,100136544665,中古マンション,43.86㎡,東京都新宿区納戸町,一般 オーナーチェンジ,"7,780万円",二中,177.4万円,オープンレジデンシア神楽坂ウエスト・テラス,4階,1ＬＤＫ,-,"20,320円",586.4万円,大江戸線　牛込神楽坂,徒歩　6分,（株）トップトラスト,2018年（平成30年） 9月,08073455113
,100136015634,中古マンション,44.92㎡,東京都新宿区新宿６丁目,一般,"7,000万円",二住,155.9万円,ハーモニーレジデンス新宿ＥＡＳＴ,1階,1ＬＤＫ,-,"11,000円",515.2万円,副都心線　東新宿,徒歩　5分,（株）ＧＡＹＡ不動産,2018年（平成30年） 2月,03-6230-9455
,100134846475,新築マンション,55.01㎡,東京都新宿区西新宿６丁目,一般,"10,800万円",商業,196.4万円,コンシェリア西新宿,21階,1ＬＤＫ,-,"37,800円",649.1万円,大江戸線　西新宿五丁目,徒歩　6分,ＬＩＶＥＪＡＰＡＮ（株）,2008年（平成20年） 1月,03-3561-8881
